time,Temperature_C,WindSpeed_ms
2019-01-01 09:00:00,6.963761564773285,4.2009749236790075
2019-01-01 10:00:00,7.90803512324922,4.255882124817664
2019-01-01 11:00:00,8.481269504321391,4.2529694705514824
2019-01-01 12:00:00,8.885734050142746,4.223402328795039
2019-01-01 13:00:00,9.126328063126195,4.221451447273382
2019-01-01 14:00:00,9.198432663622143,4.1728780912519055
2019-01-01 15:00:00,9.057080531400072,4.0978282284641265
2019-01-02 09:00:00,6.6217242512183425,4.98564871248784
2019-01-02 10:00:00,7.524342124521428,4.897573475844646
2019-01-02 11:00:00,8.003724540102214,5.135572578762371
2019-01-02 12:00:00,8.314776389449376,5.328029260376769
2019-01-02 13:00:00,8.479156634256611,5.449708965278282
2019-01-02 14:00:00,8.461312042972189,5.4659281779334545
2019-01-02 15:00:00,8.282636540075378,5.391215969649123
2019-01-03 09:00:00,4.334406642415554,5.611436660565033
2019-01-03 10:00:00,5.15313551033857,5.540888305604718
2019-01-03 11:00:00,5.636959990915487,5.570627943369873
2019-01-03 12:00:00,5.994823878888929,5.597386981129099
2019-01-03 13:00:00,6.208017163719827,5.571129580666788
2019-01-03 14:00:00,6.25860841956365,5.459436958234604
2019-01-03 15:00:00,6.09028312402718,5.292924254802057
2019-01-04 09:00:00,3.0853175968307127,4.629929799341682
2019-01-04 10:00:00,4.114202668423299,4.530603624430974
2019-01-04 11:00:00,4.667609232478364,4.54567560043049
2019-01-04 12:00:00,5.1540933260002415,4.555406534434604
2019-01-04 13:00:00,5.445426968907562,4.4980867351464004
2019-01-04 14:00:00,5.569467464102138,4.380133028076588
2019-01-04 15:00:00,5.463289197375412,4.240541117938294
2019-01-05 09:00:00,3.6125740845551566,4.416746907827102
2019-01-05 10:00:00,4.747533966198683,4.367581977589957
2019-01-05 11:00:00,5.439731378819102,4.408281469659407
2019-01-05 12:00:00,5.959399962966471,4.446286991415124
2019-01-05 13:00:00,6.328562429430653,4.4880357525041745
2019-01-05 14:00:00,6.5628723409558125,4.495994720926074
2019-01-05 15:00:00,6.610916853977591,4.456568479272111
2019-01-06 09:00:00,5.0908093090906235,4.25841074782311
2019-01-06 10:00:00,6.081939903033471,4.240869573546037
2019-01-06 11:00:00,6.686718170405674,4.299331064811858
2019-01-06 12:00:00,7.110803111749692,4.376623564155475
2019-01-06 13:00:00,7.405931802795499,4.397291315294737
2019-01-06 14:00:00,7.545948787796442,4.33167500445856
2019-01-06 15:00:00,7.43811426953539,4.229213786566606
2019-01-07,-0.8606209359663367,3.671381218347745
2019-01-07 00:00:00,2.5924400780756587,4.470988907181016
2019-01-07 01:00:00,1.070112265489427,4.205714531400383
2019-01-07 02:00:00,0.9185301467074777,4.27244602365289
2019-01-07 03:00:00,0.8586711606721765,4.3400160863934785
2019-01-07 04:00:00,0.805081208125442,4.408238591306993
2019-01-07 05:00:00,0.7036212031911088,4.4581334163591455
2019-01-07 06:00:00,0.6890277061356812,4.500209250041843
2019-01-07 07:00:00,0.7352560275479452,4.577176454228903
2019-01-07 08:00:00,1.1391485841678965,4.665185451389374
2019-01-07 16:00:00,1.9830953196913113,5.010479201419228
2019-01-07 17:00:00,1.5253174699556746,5.085411938412184
2019-01-07 18:00:00,1.3132797632996966,5.127785886353828
2019-01-07 19:00:00,1.16064414619478,5.151910862553856
2019-01-07 20:00:00,0.9264510769880805,5.170052601587861
2019-01-07 21:00:00,0.8037528977839249,5.190168719105984
2019-01-07 22:00:00,0.689129905522228,5.164071581945328
2019-01-07 23:00:00,0.6164734479198587,5.157573190931614
2019-01-08,-1.697882850830407,4.751111915869417
2019-01-08 00:00:00,2.196908031152685,5.445251369195918
2019-01-08 01:00:00,0.45346614624350284,5.1754612629293275
2019-01-08 02:00:00,0.3396522496406306,5.194121169016747
2019-01-08 03:00:00,0.3132503870407052,5.20806544207487
2019-01-08 04:00:00,0.27341894320500065,5.213578190291785
2019-01-08 05:00:00,0.25892022625642713,5.194753606540887
2019-01-08 06:00:00,0.2585601220276116,5.206014357691608
2019-01-08 07:00:00,0.31952877685209213,5.225442516929141
2019-01-08 08:00:00,0.8780104226424659,5.2581223507816395
2019-01-08 16:00:00,1.9442459840631616,5.282127570870551
2019-01-08 17:00:00,1.5510414172667164,5.300843778311191
2019-01-08 18:00:00,1.3776613398509843,5.3099261670793485
2019-01-08 19:00:00,1.2432090430041218,5.316758196070112
2019-01-08 20:00:00,1.0408026610840135,5.309085447019686
2019-01-08 21:00:00,0.9049675235815878,5.306343738197415
2019-01-08 22:00:00,0.7659276732425525,5.139658474417223
2019-01-08 23:00:00,0.6997985963311284,5.223727975442553
2019-01-09 09:00:00,5.471583591765036,5.495894464608954
2019-01-09 10:00:00,6.34263518830415,5.386021956669691
2019-01-09 11:00:00,6.79069149328772,5.534290090934059
2019-01-09 12:00:00,7.071692479359068,5.669041244874895
2019-01-09 13:00:00,7.2687385460289695,5.729239843950877
2019-01-09 14:00:00,7.305008163340737,5.790835128406291
2019-01-09 15:00:00,7.162366799170695,5.846238704720751
2019-01-10 09:00:00,4.586085082387683,5.494263000856745
2019-01-10 10:00:00,5.345985842402057,5.371306868304175
2019-01-10 11:00:00,5.759319485429974,5.464636786448881
2019-01-10 12:00:00,6.042923601649159,5.48755071722565
2019-01-10 13:00:00,6.180753383777592,5.46856015400968
2019-01-10 14:00:00,6.202010391132124,5.414120762186086
2019-01-10 15:00:00,6.054747613284695,5.316359354098729
2019-01-11 09:00:00,3.7336570520237604,4.150145468616455
2019-01-11 10:00:00,4.634203470525104,4.005216360104779
2019-01-11 11:00:00,5.155697517960116,4.049951889990321
2019-01-11 12:00:00,5.527784459957677,4.073865120120629
2019-01-11 13:00:00,5.734580428631724,4.0816443466937695
2019-01-11 14:00:00,5.798392258191264,4.039931490410527
2019-01-11 15:00:00,5.676740645286388,3.9851112690448884
2019-01-12 09:00:00,4.756323007485582,4.6994902894698125
2019-01-12 10:00:00,5.744909463494664,4.751081511355716
2019-01-12 11:00:00,6.345957075181827,4.84854948233914
2019-01-12 12:00:00,6.799431686505069,4.922931092943133
2019-01-12 13:00:00,7.092430175676242,4.990502295396128
2019-01-12 14:00:00,7.253505377098474,5.018580136605444
2019-01-12 15:00:00,7.201488048803675,5.03291705141464
2019-01-13 09:00:00,6.369814504978776,5.046596738986327
2019-01-13 10:00:00,7.355285046000109,4.997725602131277
2019-01-13 11:00:00,7.904888515278123,5.149786328682275
2019-01-13 12:00:00,8.339101619730405,5.271984149224561
2019-01-13 13:00:00,8.612574532265699,5.307005397069329
2019-01-13 14:00:00,8.743113816026074,5.266329619763823
2019-01-13 15:00:00,8.69120063304755,5.203567311300424
2019-01-14 09:00:00,7.4497623761993275,5.216960751485662
2019-01-14 10:00:00,8.395704272926558,4.981614670208469
2019-01-14 11:00:00,8.880800753265715,5.220672228230732
2019-01-14 12:00:00,9.23621966802899,5.34158605974749
2019-01-14 13:00:00,9.393445503993277,5.32884588000738
2019-01-14 14:00:00,9.424580059235693,5.211283105773624
2019-01-14 15:00:00,9.300962252888336,5.046872682837387
2019-01-15,2.27865741661399,4.768443846109021
2019-01-15 00:00:00,4.286542553371197,5.985972271762534
2019-01-15 01:00:00,3.359567210354214,5.47417428162826
2019-01-15 02:00:00,3.2285151773333536,5.487135711365723
2019-01-15 03:00:00,3.1849158976038776,5.502904400866539
2019-01-15 04:00:00,3.1177953542956183,5.487399148718057
2019-01-15 05:00:00,3.01844549844314,5.470728650800951
2019-01-15 06:00:00,2.9668242591208323,5.468660006047721
2019-01-15 07:00:00,2.9839824638776213,5.476862528478471
2019-01-15 08:00:00,3.4430027315080824,5.482112257975416
2019-01-15 16:00:00,4.575868072803275,5.24028922745923
2019-01-15 17:00:00,4.0289973934564065,5.26366506889826
2019-01-15 18:00:00,3.7846613761579286,5.287007228053179
2019-01-15 19:00:00,3.6030431248416863,5.297573651610254
2019-01-15 20:00:00,3.2939923672571685,5.287327907559686
2019-01-15 21:00:00,3.151191166203303,5.250333066239213
2019-01-15 22:00:00,2.851751326921603,5.150254270088305
2019-01-15 23:00:00,2.7497831576532166,5.122236366647385
2019-01-16,1.6926684626376063,4.882113488226623
2019-01-16 00:00:00,3.3665453723895227,5.2523899368945495
2019-01-16 01:00:00,2.56072105106892,5.068104973667724
2019-01-16 02:00:00,2.3774704975563594,5.038087072215468
2019-01-16 03:00:00,2.339326569395055,4.988602387958482
2019-01-16 04:00:00,2.2804697930559126,4.951697302013947
2019-01-16 05:00:00,2.1795406344539816,4.917538254098801
2019-01-16 06:00:00,2.171430563223632,4.8914031999858185
2019-01-16 07:00:00,2.220022422920614,4.8823750949959885
2019-01-16 08:00:00,2.7458708410823274,4.905546657692821
2019-01-16 16:00:00,3.9078065733308764,4.994577147295097
2019-01-16 17:00:00,3.3931853688915807,5.012045149106031
2019-01-16 18:00:00,3.214703264932285,5.051950215515837
2019-01-16 19:00:00,3.069738422123654,5.086447604124831
2019-01-16 20:00:00,2.8318564082006814,5.128637730566777
2019-01-16 21:00:00,2.7209576545774676,5.173859899008351
2019-01-16 22:00:00,2.550693298020072,5.183979774502589
2019-01-16 23:00:00,2.4712010928799404,5.244158679438447
2019-01-17 09:00:00,7.385179138120569,4.252139616101875
2019-01-17 10:00:00,8.422668077079832,4.078582426888566
2019-01-17 11:00:00,8.946203762580629,4.259456598418875
2019-01-17 12:00:00,9.244784447869087,4.349747594021537
2019-01-17 13:00:00,9.45320181435385,4.348885965061465
2019-01-17 14:00:00,9.487042394942648,4.257662445696067
2019-01-17 15:00:00,9.273594164042965,4.15996786201331
2019-01-18 09:00:00,6.081497745684089,3.8504223305760434
2019-01-18 10:00:00,6.9604771522466695,3.9142676556123415
2019-01-18 11:00:00,7.467846799473927,4.0035012276156685
2019-01-18 12:00:00,7.790351339317662,4.089077096101271
2019-01-18 13:00:00,8.000466497506933,4.097462065214398
2019-01-18 14:00:00,8.040577850525251,4.036565216024925
2019-01-18 15:00:00,7.81128584034957,3.9023778715177255
2019-01-19 09:00:00,5.476386350492808,3.215052778665336
2019-01-19 10:00:00,6.337846743650768,3.1645837391584997
2019-01-19 11:00:00,6.862794887938294,3.2285570032181488
2019-01-19 12:00:00,7.224650623691538,3.3202797495192984
2019-01-19 13:00:00,7.425546722606643,3.4179226961472478
2019-01-19 14:00:00,7.400534745311012,3.4500614707439805
2019-01-19 15:00:00,7.22559967200784,3.430426326721113
2019-01-20 09:00:00,5.903038731645764,3.663986582583666
2019-01-20 10:00:00,6.676823244946789,3.6614299624480338
2019-01-20 11:00:00,7.141145089140717,3.787540759071942
2019-01-20 12:00:00,7.443142516942214,3.8468865188258925
2019-01-20 13:00:00,7.629286494203699,3.887888585909982
2019-01-20 14:00:00,7.642281631550852,3.900916251349788
2019-01-20 15:00:00,7.532318281024524,3.8759514369166364
2019-01-21 09:00:00,4.915017445374942,3.765442813325348
2019-01-21 10:00:00,5.863719702165638,3.640078819644767
2019-01-21 11:00:00,6.354965717362662,3.740679217489897
2019-01-21 12:00:00,6.729045527506594,3.7938472713263156
2019-01-21 13:00:00,6.93633830307308,3.8639973814120627
2019-01-21 14:00:00,6.985248501445372,3.9149053087950394
2019-01-21 15:00:00,6.83895567383994,3.9479294252854205
2019-01-22 09:00:00,4.4360415541117,5.140571428003145
2019-01-22 10:00:00,5.143599937924745,5.247501635794797
2019-01-22 11:00:00,5.621684803618931,5.358997340204113
2019-01-22 12:00:00,5.958344080586163,5.4264444178969145
